 Candidate State, Age Range, Sex, Study area, Study Title, Years Experience, Sector, event_type__val,Expected Ral, Residence State, Residence Italian Region, European Residence
First contact,less than 20 years,Male,computer engineering,Five-year degree,more than 10,Others,Not Specified,Not Given,ITALY,Liguria,Yes
First contact,less than 20 years,Female,Other,Three-year degree,between 5 and 7,Automotive,Not Specified,Not Given,ITALY,Not Italian Region,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 1 and 3,Automotive,Candidate notification,Not Given,ITALY,Veneto,Yes
First contact,early 40s,Male,computer engineering,Three-year degree,more than 10,Services and Information Systems,Research association,Not Given,ITALY,Lombardy,Yes
First contact,late 20s,Female,electronic Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Lazio,Yes
First contact,late 30s,Female,Other,Five-year degree,between 7 and 10,Automotive,Not Specified,Not Given,ITALY,Piedmont,Yes
Hired,more than 45 years,Female,Other,Professional qualification,more than 10,Oil and Gas,BM interview,Not Given,ITALY,Piedmont,Yes
In selection,more than 45 years,Female,Economic - Statistics,Three-year degree,more than 10,Oil and Gas,BM interview,Not Given,ITALY,Lombardy,Yes
First contact,early 30s,Female,Telecommunications Engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Veneto,Yes
First contact,late 30s,Male,Other scientific subjects,High school graduation,more than 10,Oil and Gas,Contact note,Not Given,ITALY,Lombardy,Yes
In selection,more than 45 years,Male,Mechanical engineering,Three-year degree,more than 10,Oil and Gas,BM interview,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Puglia,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Puglia,Yes
First contact,late 30s,Male,Scientific maturity,High school graduation,more than 10,Services and Information Systems,Candidate notification,Not Given,ITALY,Lazio,Yes
In selection,less than 20 years,Male,Naval Engineering,Three-year degree,more than 10,Oil and Gas,BM interview,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Female,Economic - Statistics,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Surveyor,High school graduation,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Abruzzo,Yes
In selection,more than 45 years,Male,Mechanical engineering,Three-year degree,more than 10,Oil and Gas,Sending SC to customer,Not Given,OMAN,Not Italian Region,No
First contact,early 40s,Male,Mechanical engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
First contact,early 40s,Male,Mechanical engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
Hired,less than 20 years,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Others,Candidate notification,24-26 K,ITALY,Lombardy,Yes
In selection,early 30s,Female,Chemist - Pharmaceutical,Five-year degree,none,Life sciences,BM interview,Not Given,ITALY,Lombardy,Yes
In selection,more than 45 years,Male,Naval Engineering,Three-year degree,more than 10,Oil and Gas,BM interview,Not available,BULGARIA,Not Italian Region,Yes
In selection,early 30s,Male,Energy and Nuclear Engineering,Five-year degree,between 3 and 5,Energy,BM interview,Not Given,ITALY,Lombardy,Yes
In selection,early 30s,Male,chemical engineering,Five-year degree,between 3 and 5,Oil and Gas,Contact note,Not Given,ITALY,Lazio,Yes
Hired,more than 45 years,Female,computer engineering,Five-year degree,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 30s,Male,Economic - Statistics,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,SINGAPORE,Not Italian Region,No
First contact,more than 45 years,Male,Informatics,High school graduation,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Other,High school graduation,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
In selection,more than 45 years,Male,Informatics,Three-year degree,more than 10,Services and Information Systems,Contact note,Not available,ITALY,Calabria,Yes
First contact,more than 45 years,Male,Informatics,Five-year degree,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
In selection,more than 45 years,Male,Information Engineering,Three-year degree,more than 10,Others,BM interview,46-48 K,ITALY,Tuscany,Yes
First contact,early 40s,Male,Electrical Engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Male,Mechanical engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,INDONESIA,Not Italian Region,No
First contact,more than 45 years,Male,Civil/Civil and Environmental Engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Male,Naval Engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,UKRAINE,Not Italian Region,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Liguria,Yes
In selection,late 30s,Male,Automation/Mechatronics Engineering,Five-year degree,between 1 and 3,Automotive,Contact note,30-32 K,ITALY,Campania,Yes
In selection,early 30s,Male,Mechanical engineering,Five-year degree,between 5 and 7,Automotive,BM interview,Not Given,ITALY,Piedmont,Yes
First contact,early 40s,Male,Mechanical engineering,Five-year degree,more than 10,Oil and Gas,Not Specified,Not Given,RUSSIAN FEDERATION,Not Italian Region,No
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Others,Not Specified,Not Given,ITALY,Liguria,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Research association,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Male,Safety Engineering,Five-year degree,between 1 and 3,Energy,Not Specified,Not Given,ITALY,Lombardy,Yes
In selection,early 40s,Male,Safety Engineering,Three-year degree,more than 10,Energy,BM interview,Not Given,ITALY,Basilicata,Yes
First contact,more than 45 years,Male,Mechanical engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
In selection,more than 45 years,Male,chemical engineering,Three-year degree,more than 10,Oil and Gas,BM interview,Not Given,OMAN,Not Italian Region,No
First contact,less than 20 years,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Others,Not Specified,Not Given,FRANCE,Not Italian Region,Yes
First contact,more than 45 years,Male,Telecommunications Engineering,Five-year degree,more than 10,Oil and Gas,Technical interview,Not Given,OMAN,Not Italian Region,No
In selection,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,BM interview,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Male,Other,High school graduation,more than 10,Oil and Gas,Technical interview,Not Given,ITALY,Veneto,Yes
First contact,less than 20 years,Male,Mechanical engineering,Five-year degree,none,Others,Technical interview,Not Given,ITALY,Puglia,Yes
First contact,more than 45 years,Male,chemical engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,CROATIA,Not Italian Region,Yes
In selection,early 30s,Male,chemical engineering,Five-year degree,between 7 and 10,Oil and Gas,BM interview,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Sicily,Yes
In selection,more than 45 years,Male,electronic Engineering,Three-year degree,more than 10,Oil and Gas,BM interview,Not Given,OMAN,Not Italian Region,No
In selection,more than 45 years,Male,Petroleum Engineering,Three-year degree,more than 10,Oil and Gas,Contact note,Not Given,OMAN,Not Italian Region,No
In selection,more than 45 years,Male,electronic Engineering,master's degree,more than 10,Others,Contact note,Not available,ITALY,Lazio,Yes
First contact,late 20s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
In selection,late 20s,Female,chemical engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Emilia Romagna,Yes
In selection,more than 45 years,Male,Other,High school graduation,more than 10,Oil and Gas,BM interview,+ 50 K,ITALY,Sardinia,Yes
QM,more than 45 years,Male,Electrical Engineering,Professional qualification,more than 10,Oil and Gas,Qualification Meeting,Not Given,OMAN,Not Italian Region,No
First contact,late 20s,Female,Automation/Mechatronics Engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
Economic proposal,more than 45 years,Male,Mechanical engineering,Three-year degree,more than 10,Oil and Gas,BM interview,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Male,Automation/Mechatronics Engineering,master's degree,more than 10,Oil and Gas,Not Specified,Not Given,OMAN,Not Italian Region,No
First contact,less than 20 years,Male,Automation/Mechatronics Engineering,Three-year degree,between 7 and 10,Others,Candidate notification,Not Given,ITALY,Tuscany,Yes
In selection,late 30s,Male,chemical engineering,Five-year degree,more than 10,Oil and Gas,BM interview,+ 50 K,ITALY,Lombardy,Yes
First contact,late 20s,Female,Informatics,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Research association,Not Given,OMAN,Not Italian Region,No
First contact,more than 45 years,Male,Other,master's degree,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Tuscany,Yes
First contact,early 40s,Male,Automation/Mechatronics Engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,NIGERIA,Not Italian Region,No
In selection,less than 20 years,Male,electronic Engineering,Five-year degree,more than 10,Energy,Technical interview,+ 50 K,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,early 30s,Male,Engineering for the environment and the territory,Five-year degree,between 3 and 5,Oil and Gas,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,late 30s,Male,computer engineering,Three-year degree,between 7 and 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,early 30s,Male,Other,Three-year degree,between 7 and 10,Services and Information Systems,Not Specified,Not Given,ITALY,Piedmont,Yes
First contact,more than 45 years,Male,electronic Engineering,Five-year degree,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Scientific maturity,High school graduation,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Petroleum Engineering,Five-year degree,more than 10,Oil and Gas,Research association,Not Given,OMAN,Not Italian Region,No
In selection,late 30s,Male,Political-Social,master's degree,between 7 and 10,Others,BM interview,34-36 K,REPUBLIC OF POLAND,Not Italian Region,No
In selection,early 30s,Female,electronic Engineering,Doctorate,between 0 and 1,Others,Contact note,30-32 K,ITALY,Lazio,Yes
First contact,late 30s,Male,computer engineering,Five-year degree,between 1 and 3,Services and Information Systems,Contact note,Not Given,ITALY,Campania,Yes
Hired,late 20s,Male,Informatics,Three-year degree,between 1 and 3,Others,Contact note,Not Given,ITALY,Sardinia,Yes
First contact,late 20s,Male,Other,High school graduation,between 7 and 10,Services and Information Systems,Contact note,Not Given,ITALY,Campania,Yes
First contact,early 30s,Male,Economic - Statistics,master's degree,between 7 and 10,Services and Information Systems,Contact note,Not Given,ITALY,Piedmont,Yes
In selection,early 30s,Female,computer engineering,Five-year degree,between 1 and 3,Services and Information Systems,BM interview,Not Given,ITALY,Lombardy,Yes
First contact,early 30s,Male,Other,master's degree,between 7 and 10,Services and Information Systems,Contact note,Not Given,ITALY,Lombardy,Yes
First contact,early 30s,Male,Other,master's degree,between 7 and 10,Services and Information Systems,Contact note,Not Given,ITALY,Lazio,Yes
First contact,late 30s,Female,Legal,Three-year degree,more than 10,Others,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Other,Professional qualification,more than 10,Oil and Gas,Inadequate CV,Not Given,ITALY,Lombardy,Yes
First contact,more than 45 years,Male,Management Engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,SLOVAKIA,Not Italian Region,Yes
First contact,early 30s,Male,Economic - Statistics,Three-year degree,between 3 and 5,Services and Information Systems,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,less than 20 years,Male,Informatics,Five-year degree,more than 10,Services and Information Systems,Not Specified,Not Given,ITALY,Puglia,Yes
First contact,less than 20 years,Male,computer engineering,Three-year degree,more than 10,Others,Candidate notification,Not Given,ITALY,Campania,Yes
First contact,less than 20 years,Male,Telecommunications Engineering,Five-year degree,more than 10,Telecom,Not Specified,Not Given,ITALY,Lazio,Yes
First contact,late 30s,Male,Mechanical engineering,Three-year degree,more than 10,Oil and Gas,Not Specified,Not Given,ITALY,Marche,Yes
First contact,early 40s,Male,electronic Engineering,master's degree,more than 10,Automotive,Not Specified,Not Given,ITALY,Piedmont,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,between 0 and 1,Others,Not Specified,Not Given,ITALY,Calabria,Yes
In selection,less than 20 years,Male,Management Engineering,Five-year degree,more than 10,Automotive,BM interview,Not Given,ITALY,Lombardy,Yes
In selection,less than 20 years,Female,Mechanical engineering,master's degree,between 0 and 1,Automotive,BM interview,Not Given,SWEDEN,Not Italian Region,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Automotive,Not Specified,Not Given,ITALY,Lombardy,Yes
First contact,early 30s,Male,Management Engineering,Three-year degree,between 3 and 5,Automotive,Not Specified,Not Given,ITALY,Campania,Yes
First contact,late 20s,Female,Other,master's degree,between 1 and 3,Others,Not Specified,Not Given,ITALY,Sicily,Yes
First contact,early 30s,Male,Energy and Nuclear Engineering,Five-year degree,none,Others,Not Specified,Not Given,ITALY,Puglia,Yes
